Kumeresign,7 Days na lang. #PiliPinas2016 Debates na naman!!!
noelontheroad,"@senmiriam: I will not stop. I will not quit. I will never surrender. 
#PHVoteSantiago #PiliPinas2016 #Halalan2016 #Election2016"
sanjuankenn,#PiliPinas2016 #PHVoteSantiago #PHVoteDuterte #PHVotePoe #PHVoteBinay #PHVoteRoxas
msxysarhea,My vote! Solid! #PHVoteDuterte #PiliPinas2016
franzzzkenstein,#PHVoteDuterte #PiliPinas2016
mikaelanunez,"Maging mausisa sa pagpili ng iyong presidente.
#PHVoteSantiago 
#PiliPinas2016"
jesterinexile,"reading the Pulse Asia survey data and analyses of #PiliPinas #PiliPinas2016 #PHVote 

https://t.co/NfxDYeunrr"
ipingger,And we're loving the emojis! #PiliPinas2016 #PiliPinas #PHVoteRoxas https://t.co/gGrw9LnD2n
notyouralex,"#PHVoteSantiago 
#PiliPinas2016"
iamlarvzyD,"Cool....
#PHVoteRoxas 
#PHVoteBinay 
#PHVoteSantiago 
#PHVoteDuterte
#PHVotePoe 
#PiliPinas2016"
itsbenedick,#PHVoteSantiago #Pilipinas2016 #Miriam2016 #SiMiriamAngSagot #Road2Forever
renzdelaluna,#PiliPinas2016  #PHVoteDuterte
WagSiIan,#PiliPinas2016
chckenjhoy,#PiliPinas2016  #PHVoteDuterte
louellalvl,"#PHVoteDuterte
#PHVoteRoxas 
#PHVoteBinay 
#PHVoteSantiago 
#PHVotePoe
#PHVoteLouella<ed><U+00A0><U+00BD><ed><U+00B1><U+00A7>
#PiliPinas2016"
jeffbaDz,"Maging matalino. Maging wais. Maging isang PILIPINO!
#Pilipinas2016
#PHVoteBinay 
#PHVoteSantiago 
#PHVoteDuterte 
#PHVotePoe 
#PHVoteRoxas"
PegebegKo,"#PiliPinas  #PiliPinas2016 

#PHVoteRoxas 
#PHVoteBinay  
#PHVoteDuterte 
#PHVoteSantiago 
#PHVotePoe"
moveslikegelo_,@senmiriam will be in The University of Mindanao this March 10 @ 1pm! so excited! #PHVote2016 #Pilipinas2016 #Halalan2016
malayanglumipad,"So far, everyone falls short. 
(3)
#PiliPinas2016"
ccOamil,#Pilipinas2016
Jobs4EveryJuan,"Choose Wisely Every Juan!

#Pilipinas2016
#PHVoteBinay 
#PHVoteSantiago 
#PHVoteDuterte 
#PHVotePoe 
#PHVoteRoxas"
cheersforsam,#PiliPinas2016 bakit ba kasi hindi ako nagregister <ed><U+00A0><U+00BD><ed><U+00B8><U+0091> #PHVoteDuterte <U+2194> #PHVoteSantiago  <U+270A><U+270A>
GeneralSurJOHN,nyahaha biset ka Senyora! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #PiliPinas2016 #PHVoteDuterte  https://t.co/uSFIWSUsAi
johndenverxx,#PiliPinas2016 #PHVoteSantiago
CarpeDiem2nelle,"God bless the Philippines #Pilipinas2016

Emojis are just sooo cute <ed><U+00A0><U+00BE><ed><U+00B4><U+0097> https://t.co/W9vwHdoZT1"
MeriJaein,"Im torn between them #Pilipinas2016
#PHVoteSantiago 
#PHVoteDuterte 

Cuteeeee ng emojis! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/GnhcGpepph"
nactodap,#PiliPinas2016
hellojycho,"Cute. <ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BE><ed><U+00B4><U+0098><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> 
#Pilipinas2016
#PHVoteBinay 
#PHVoteSantiago 
#PHVoteDuterte 
#PHVotePoe 
#PHVoteRoxas"
jovirts06,#PiliPinas2016 #PHVoteDuterte
G0nnaSay,#PiliPinas2016 #PHVoteDuterte
COMELEC,"Tune in at Radyo COMELEC DZIQ 990 AM for Overseas Voting and other election related updates at 2pm. @dzIQ990
#PiliPinas2016"
TheSuperKim,@njzyme hooray for #PiliPinas2016 #Pilipinas
TwitterPH,"Tweet your #Pilipinas2016 love for the candidates with emojis for #PHVoteBinay, #PHVoteDuterte, #PHVotePoe, #PHVoteRoxas and #PHVoteSantiago"
iDonzzy,"Testing the new emojis for #Pilipinas2016ﾠ 
<U+2714><U+FE0F> #PHVoteDuterte 
<U+2714><U+FE0F> #PHVoteSantiago 
<U+2716><U+FE0F> #PHVoteBinayﾠ 
<U+2716><U+FE0F> #PHVoteRoxasﾠ 
<U+2716><U+FE0F> #PHVotePoe"
keithdelrey,@Senyora @COMELEC #PiliPinas2016 #PHVoteBinay<ed><U+00A0><U+00BC><ed><U+00BC><U+009A>
Joyseeng,"#PiliPinas2016 
#PHVoteDuterte"
itskennethjoy,Proud dabawenya #PiliPinas2016 #PHVoteDuterte
DhailGuevarra,"Si Miriam ang sagot! <U+270A>

#PHVoteSantiagoﾠﾠ 
#PiliPinas2016"
jajaggernaut,"#PHVoteDuterte 
#PiliPinas2016"
makiigandaje,"<U+2714>  #PHVoteDuterte
#PHVoteRoxas 
#PHVoteBinay 
<U+2714>  #PHVoteSantiago 
#PHVotePoe
#PiliPinas2016"
JuddChewingGum,Oks kaayo ang mga emoji da #PiliPinas2016 #PHVoteDuterte #PHVoteSantiago
SPIDEYSIVAN,COOL we have our own hashtag/emoji combo! #PiliPinas #PiliPinas2016
itskennethjoy,Fightiiing! #PiliPinas2016  #PHVoteDuterte
beatorres__,COOL we have our own hashtag/emoji combo! #PiliPinas #PiliPinas2016
Reichen1828,@kimberlyxxamor #PiliPinas2016 #PHVoteSantiago
iamsuphayuan,#PiliPinas2016   https://t.co/tQqs5rgZPc
Reichen1828,#PHVoteSantiago #PiliPinas2016
joshjavier12,#Eleksyon2016 is interesting bec of the youth's proactive participation. especially now with them cute-as-a-button hashflags #PiliPinas2016
darylblake09,"WeaREFORMiriam!!!

#PHVoteSantiagoﾠﾠ 
#PiliPinas2016"
toafgirl,"#PHVoteSantiagoﾠ
#PHVoteDuterteﾠ
#PHVoteRoxasﾠ
#PHVotePoeﾠ
#PHVoteBinay

#PiliPinas2016 
Kulang ung kanina. Daeng paandar. Hahahaha"
ewminqyu,CHUYA!! #PiliPinas2016 #PHVoteDuterte
itsmeeeliza,"Cute ng mga emojis <ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

#PHVoteDuterteﾠ
#PHVoteRoxasﾠ 
#PHVoteBinayﾠ 
#PHVoteSantiagoﾠ 
#PHVotePoeﾠ
#PiliPinas2016"
sochiesy,"#PiliPinas2016 
#PHVoteDuterte 
#PHVoteSantiago 
#PHVotePoe 
#PHVoteBinay 
#PHVoteRoxas"
_ChristianDale_,#PHVoteSantiago  in #PiliPinas2016
RojoSteve,"#PiliPinas2016 
#PHVoteSantiago 
#PHVotePoe 
#PHVoteDuterte 
#PHVoteRoxas 
#PHVoteBinay"
carlabarts,#PiliPinas2016 #PHVoteDuterte
wonavinuya,#PiliPinas2016
pearly_chel,#PiliPinas2016
GABReedus,Qt emojis. #PiliPinas2016 #PHVoteDuterte #PHVoteSantiago #PHVotePoe #PHVoteRoxas #PHVoteBinay
Reichen1828,#PIliPinas2016   #PHVoteSantiago  https://t.co/pIJXMoIyJn
hyashley,"Cutie emojis. <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

#PHVoteDuterte
#PHVoteRoxas 
#PHVoteBinay 
#PHVoteSantiago 
#PHVotePoe
#PiliPinas2016"
FranzF64,Political Analyst to Duterte...Hindi Plastic!. https://t.co/FB0LlyY15e
karendeepity,#PiliPinas2016 #PHVoteSantiago #PHVoteDuterte #PHVoteRoxas #PHVotePoe #PHVoteBinay Take a pick. <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>
emccunanan,"This is cute #PiliPinas2016
#PHVoteBinayﾠﾠ
#PHVoteDuterteﾠﾠ
#PHVotePoeﾠﾠ
#PHVoteRoxasﾠﾠ
#PHVoteSantiago"
shagidiSHAIpopo,"#PiliPinas2016
#PHVoteSantiago"
BomboRadyoNews,"Bombo Radyo - Comelec, target mailipat sa warehouse ang 2-M balota https://t.co/j2vNqMWnbx #PiliPinas2016"
MarkyVille,"~ awesome emoji <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>
#PiliPinas2016ﾠ
#PHVoteSantiagoﾠ
#PHVotePoeﾠ
#PHVoteDuterteﾠ
#PHVoteRoxasﾠ
#PHVoteBinay"
ZarahMaeee,#PiliPinas2016 <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>
sylvinnecareng,#PiliPinas2016
wdymhayme,"#PHVoteRoxasﾠ 
#PHVoteDuterteﾠ 
#PHVoteSantiagoﾠ
#PHVotePoeﾠ
#PHVoteBinayﾠ
#PiliPinas2016

#PHVoteCath"
lynlejos,#Pilipinas2016
Ikayytot,"Ang cool! #PiliPinas2016 kung sino man sa kanilang dalawa ang manalo, siguradong may mababago sa bansa e. <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>
#PHVoteDuterte 
#PHVoteSantiago"
paveljervis,#PiliPinas2016 #PHVoteDuterte
nicollecabs,Cutieeee #PiliPinas2016
vvveniza,WALAY PULOS ANG COMELEC!!! #PiliPinas2016
mayveeitsyou,#PiliPinas2016
kentalabis,"Change is coming!
#PiliPinas2016  #PHVoteDuterte"
itsRiening,Cutie emojis #PHVoteDuterteﾠ  #PHVoteRoxasﾠ #PHVoteBinayﾠ #PHVotePoeﾠ #PHVoteSantiagoﾠ#PiliPinas2016
waynefederigan,"omggg ang cute :3
#PiliPinas2016
#PHVoteSantiago
#PHVotePoe
#PHVoteDuterte
#PHVoteRoxas
#PHVoteBinay"
impengnegro,"#PiliPinas2016
#PHVoteBinay 
#PHVoteDuterte 
#PHVotePoe 
#PHVoteSantiago 
#PHVoteRoxas"
elayaquino_,#PiliPinas2016 whaaaat.
itsmosesardina,#PiliPinas2016
NoelMata27,"Well in my own opinion, im surely in favor for Grace Poe.We need a new face in politics! #PiliPinas2016"
OneMapua,#PiliPinas2016
gr3tch3n_,"#PHVoteDuterte   
#PHVoteSantiago
#PHVotePoe
#PHVoteBinay
#PHVoteRoxas 
#PiliPinas2016 

nice one @twitter  !!"
legaspikxte,"u rock the emojis guys <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

#PHVoteDuterte 
#PHVoteSantiago 
#PiliPinas2016"
hoyikawsipagirl,"The emojis tho hahaha <ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

#PHVoteDuterte
#PHVoteRoxas 
#PHVoteBinay 
#PHVoteSantiago 
#PHVotePoe
#PiliPinas2016"
ralfjonathan15,#PHVoteSantiago  #PiliPinas2016
PrincessJomii,<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> #PiliPinas2016
ponkytown,emojis #PiliPinas #PiliPinas2016
aanne_uy,#PiliPinas2016 #PHVoteSantiago <ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
Advanzzz,"#PHVoteDuterte 
#PHVoteSantiago 
#PHVotePoe 
#PHVoteBinay 
#PHVoteRoxas 
#PiliPinas2016"
euness19,This is so cool! #PiliPinas2016 emojis of Presidentiables! #wow #cute  https://t.co/Pv0NhKFtjH
elemenowpee,"#PHVoteDuterte 
#pilipinas2016"
jabjavier17,"My only choices for #PiliPinas2016 

#PHVoteDuterte 
#PHVoteSantiago 
#PHVotePoe"
itsmeMatthewR23,#PiliPinas2016
mjanelu_0,"This is cool though @COMELEC  and the emoji looks good except one, nvmd. #PHVoteDuterte #PiliPinas2016"
lurinssVcrl,#PHVoteSantiago bat ganun yung emoji ng kay miriam parang luluwa na ang mata <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B1><U+0080> #PiliPinas2016
khellytaguinod,"#PiliPinas2016
#PHVoteSantiago 
#PHVoteDuterte 
#PHVotePoe 
#PHVoteRoxas 
#PHVoteBinay 

<ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
imaMAEzing_,"#PHVoteRoxas 
#PHVoteBinay 
#PHVoteDuterte 
#PHVotePoe
#PHVoteSantiago
#PiliPinas2016

Hahahaha ang cuteeee!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
StirringsHunch,"Good government is the outcome of private virtue.
 
ﾗ John Jay Chapman

#PHVoteRoxas 
#RoxasRobredo 
#PiliPinas2016"
shoedzireph,Duterte 2016 #PHVoteDuterte #PiliPinas2016
theonewhoisone,#PHVoteDuterte #PHVoteBinay #PHVoteRoxas #PHVoteSantiago #PHVotePoe  hahahahahaha *#PiliPinas2016 <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
GardenLux,#PiliPinas2016
frincessnavarro,#PHVoteDuterte para sa pilipinas Para sa Bayan #PiliPinas2016
biancayow,"#PiliPinas2016
#PHVoteSantiago 
#PHVoteDuterte 
#PHVotePoe 
#PHVoteRoxas 
#PHVoteBinay 

Ang cute lang <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
Kata0708Palermo,The emojis!!  #PiliPinas2016
wwndrlst,#pilipinas2016
melaymusic,Mar di mo sinabi minion ka pala #PiliPinas2016  https://t.co/3uBre718Un
GelouXx,#PiliPinas2016
jimmyeolyeol,"Ayos idea nyo COMELEC sa #PiliPinas2016 emojis! Kaso hindi accurate yung kay Binay, darker pa po. Tas mukhang minion si Mar! #PHVoteDuterte"
nesperida911,"May Sarili Na Rin Silang Emoji <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

#PHVoteDuterteﾠ
#PHVoteRoxasﾠ 
#PHVoteBinayﾠ 
#PHVoteSantiagoﾠ 
#PHVotePoeﾠ
#PiliPinas2016"
jansenaglay,"#PHVoteDuterte
#PHVoteRoxas 
#PHVoteBinay 
#PHVoteSantiago 
#PHVotePoe
#PiliPinas2016"
PiaHorseback,"Ohhh cool! 
#PHVoteDuterte 
#PHVoteRoxas  
#PHVoteBinay  
#PHVoteSantiago  
#PHVotePoe 
#PiliPinas2016"
magentajoyce26,Ang cute ng emoji ni Madam. hehe #Miriam2016 #PHVoteSantiago  #PiliPinas2016
mikegam40,"#PiliPinas2016 
#PHVoteRoxasﾠ #PHVoteSantiagoﾠ #PHVoteDuterteﾠ #PHVotePoeﾠ #PHVoteBinayﾠ  Cool Emoji from @COMELEC"
cedronfranz,Wow may pa-emoji ang @COMELEC #PiliPinas2016
mygingersnap,"Ang cute pls hahaha #PiliPinas2016
#PHVoteDuterteﾠ
#PHVoteRoxasﾠ 
#PHVoteBinayﾠ 
#PHVoteSantiagoﾠ 
#PHVotePoe"
bemimoow,"Ang saya ng emojis
#PHVoteDuterte
#PHVoteRoxas 
#PHVoteBinay 
#PHVoteSantiago 
#PHVotePoe
#PiliPinas2016"
joycevargass,"Try langs. <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>
#PiliPinas2016"
jounray_chub,"Ayos idea nyo COMELEC sa #PiliPinas2016 emojis! Kaso hindi accurate yung kay Binay, darker pa po. Tas mukhang minion si Mar! #PHVoteDuterte"
Chip2chip2,"Hope you'll make 2016 election clean &amp; there is no repetition of ""Hello Garci"" #PiliPinas2016"
miriam09664,"#PHVoteSantiago 

#PiliPinas2016"
unlimitEDRYCE,#PiliPinas2016 #PHVoteRoxas #PHVoteBinay #PHVoteDuterte #PHVoteSantiago #PHVotePoe <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>
macyybelle,"Ayos idea nyo COMELEC sa #PiliPinas2016 emojis! Kaso hindi accurate yung kay Binay, darker pa po. Tas mukhang minion si Mar! #PHVoteDuterte"
chrissssplease,#PiliPinas2016 #PHVoteDuterte  https://t.co/yIQDdULGyH
emariecrnl,Sana ulitin yung emoji kay Binay. Look oh. Hindi talaga accurate. Darker please #PHVoteBinay #PiliPinas2016
ajaxml,#PiliPinas2016
azillemmm,"Cutie emojis. <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>

#PHVoteDuterte
#PHVoteRoxas 
#PHVoteBinay 
#PHVoteSantiago 
#PHVotePoe
#PiliPinas2016"
jammysakay,New #COMELEC emojis for #PiliPinas2016
iamPATCHUUUU,"Ang cute ng Emojis.HAHAHAHAHAHAHA
#PHVoteDuterte 
#PHVoteSantiago 
#PHVotePoe 
#PHVoteBinay 
#PHVoteRoxas 
#PiliPinas2016"
kateenmmendoza,"Ayos idea nyo COMELEC sa #PiliPinas2016 emojis! Kaso hindi accurate yung kay Binay, darker pa po. Tas mukhang minion si Mar! #PHVoteDuterte"
realxjadine,"#PHVoteDuterte
#PiliPinas2016

Ayos ng comelec! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
sarcasmac,Either #PhVoteDuterte or #PhVoteSantiago for me as of today. This emojis are cool! #PiliPinas2016
thaniacareng,"#PHVoteRoxas #PHVoteBinay #PHVoteDuterte #PHVotePoe #PHVoteSantiago #PiliPinas2016 

(ako lang ba naaliw sa emojis?)"
rdlmls,Millenials be like #PiliPinas2016  https://t.co/SXLNoKVqW7
Krishiebelles,#PiliPinas2016
itskennethjoy,#PiliPinas2016 #PHVoteDuterte
Chel209,#Pilipinas2016
khaye101527,#PHVoteDuterte  #PiliPinas2016
_prunes_,#PiliPinas2016 #PHVoteSantiago
Joleanybae,#PHVoteRoxas #PHVotePoe #PHVoteSantiago #PHVoteDuterte #PHVoteBinay #PiliPinas2016
katmsantiago,#PiliPinas2016
Mummarida_donz,#PiliPinas2016
oheylessley,#PiliPinas2016
realxjadine,#PiliPinas2016
SiRYanPramis,Ev'ry teenager should be involved on this #PiliPinas2016! Guys this is for our future! #PHVoteDuterteﾠ #ChangeIsComing
RynWrrn,"KEWL AF! <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

#PHVoteSantiago 
#PHVoteDuterte 
#PHVotePoe 
#PHVoteBinay 
#PHVoteRoxas 
#Pilipinas2016"
AlcantaraShae,#PHvoteDUTERTEﾠ  #PiliPinas2016ﾠﾠ #PiliPinas
PiaHorseback,#PiliPinas2016 testing
wilkydoo,#PHVote #Eleksyon2016 #PiliPinas2016
NateisFly,"The emojis tho hahaha <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

#PHVoteDuterte
#PHVoteRoxas 
#PHVoteBinay 
#PHVoteSantiago 
#PHVotePoe
#PiliPinas2016"
satisfactshayne,#PiliPinas2016
JackLoiiiiis,#PiliPinas2016
KULASAAAAAAA,"Ayos idea nyo COMELEC sa #PiliPinas2016 emojis! Kaso hindi accurate yung kay Binay, darker pa po. Tas mukhang minion si Mar! #PHVoteDuterte"
nikka927,Them #PHVoteDuterte yepee! #PiliPinas2016
pestNeilence,"May kanya kanyang emoji na ung candidates hahaha
#PiliPinas2016"
emariecrnl,"#PiliPinas2016 
#PHVoteDuterte 
#PHVoteRoxas 
#PHVoteBinay 
#PHVoteSantiago 
#PHVote"
Barbaric_K,Ahaha. Nice one. #PiliPinas2016. The emojis are great. #PHVoteDuterte
shaiyelrnt,#Pilipinas2016
luhlllay,#PiliPinas2016  #PHVoteDuterte
ona_benjo,"#PiliPinas2016  
#PHVoteDuterte"
iamkeandrashane,#PiliPinas2016 #PHvoteDuterte
chrstnmoriah,Is it just me or mukha talagang minion si Mar?  #PiliPinas2016 #PHVoteDuterte
MATTYREB,#PiliPinas2016
SpazzrAnonymous,"OKAYYYY

THIS CHANGES THE WORLD

#PiliPinas2016  https://t.co/kosAd2Qw2k"
edwardgiogratil,"#PHVoteSantiago 
#PHVoteDuterte 
#PHVotePoe 
#PHVoteBinay 
#PHVoteRoxas 
#PiliPinas2016"
Pretzelitaaa,#PiliPinas2016
denbote,"#PHVoteRoxas  
#PHVoteDuterte  
#PHVoteSantiago 
#PHVotePoe 
#PHVoteBinay 
#PiliPinas2016"
iamcatherinecat,#PiliPinas2016  #PHVoteDuterte
iamcatherinecat,#PiliPinas2016
TeamkabebeBaby,#PiliPinas2016  cool!  https://t.co/lwZ8SH0f7b
ningmumbing11,"Check this out!!! 

#PHVoteRoxasﾠ 
#PHVoteDuterteﾠ 
#PHVoteSantiagoﾠ
#PHVotePoeﾠ
#PHVoteBinayﾠ
#PiliPinas2016"
Senyora,"Ayos idea nyo @COMELEC sa #PiliPinas2016 emojis! Kaso hindi accurate yung kay Binay, darker pa po. Tas mukhang minion si Mar! #PHVoteDuterte"
kathleentg_,#PHVoteSantiago #PiliPinas2016
nadhayme,#PiliPinas2016 #PiliPinas
AbRam411,"#PHVoteDuterte 
#PiliPinas2016 
nice emoticons!"
CallMeVinceRobb,This is cool! A special emoji will appear every time you use the hashtag #PiliPinas2016 and #PiliPinas  https://t.co/mqrlzXBM70
chuckzenriquez,"I'm rooting for #PHVoteDuterte

#PiliPinas2016"
letusneil,#PiliPinas #PiliPinas2016
COMELEC,Gov. Mangudadatu &amp; V. Gov. Sinsuat of Maguindanao signed the peace covenant. #PiliPinas2016 https://t.co/nyL9To6f0H
kanokochi,"PH elex on a socmed roll. More emojis for #PiliPinas #PiliPinas2016:
#PHVoteBinay
#PHVoteSantiago
#PHVotePoe
#PHVoteDuterte
#PHVoteRoxas"
effinemilyef,#PiliPinas2016
KimSabino,"#PiliPinas2016 

#PHVoteRoxas 
#PHVoteBinay 
#PHVoteSantiago 
#PHVoteDuterte 
#PHVotePoe"
iamjennyvance,Qt ng emojis haha #PHVoteDuterte #PiliPinas2016
linePotz,"#PHVoteDuterte
#Pilipinas2016"
justcallmelloyd,Level up. #PHVoteBinay #PHVoteRoxas #PHVoteDuterte #PHVoteSantiago #PHVotePoe #PiliPinas2016
linePotz,"#PHVoteBinay 
#PHVoteDuterte 
#PHVotePoe 
#PHVoteRoxas 
#PHVoteSantiago 
#Pilipinas2016"
iancohermoso,#PiliPinas2016 #PHVoteSantiago
AkoSiSethLiu,So cool! #Pilipinas2016 https://t.co/Qxwlymq5kJ
kurtcalyx,@News5AKSYON @faithdelmundo #PiliPinas2016 #PiliPinas #PHVoteSantiago
Tintinenernzz,#Pilipinas2016
kurtcalyx,@COMELEC #PiliPinas2016 #PiliPinas #PHVoteSantiago
aywhaaa,Straight Outta Corruption! MDS is here! #PHVoteSantiago #PiliPinas2016
irenesanjose,#PiliPinas2016
krianna06,#PiliPinas2016
hoykatleya,"Nice!!  #PiliPinas2016 emojis
#PHVoteRoxas 
#PHVoteBinay 
#PHVotePoe 
#PHVoteSantiago 
#PHVoteDuterte"
mhikk_23,#PiliPinas  #PiliPinas2016
13_tugag,#PiliPinas2016 try lng
PRESC0CK,"Omg the candidates have their own emojis lmao

#PHVoteSantiago 
#PHVoteDuterte 
#PHVotePoe 
#PHVoteBinay 
#PHVoteRoxas 
#Pilipinas2016"
ShaiTisai,"This time with the presidentiables <ed><U+00A0><U+00BD><ed><U+00B8><U+0081> Ang cool!

#PHVoteBinayﾠ 
#PHVoteDuterteﾠ 
#PHVotePoeﾠ 
#PHVoteRoxasﾠ 
#PHVoteSantiagoﾠ 
#Pilipinas2016"
aywhaaa,"Don't make politics as business and another outlet of non-sense entertainment!
MDS will make it happen! #PHVoteSantiago #PiliPinas2016!"
Nelmidamichael,#PiliPinas2016 #PiliPinas
sandrin009,#Pilipinas2016 https://t.co/htptRqJZlq
ShaiTisai,Nice! Lumabas yung emoji after #PiliPinas2016 <ed><U+00A0><U+00BD><ed><U+00B8><U+0081> Natutuwa ako :p
ShaiTisai,Trying out the #PiliPinas2016 hashtag to see the emoji <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>
FMangosingINQ,Test #Pilipinas2016
iken23,.@ChairAndyBau launches #PiliPinas2016 emoji aimed to inspire engagement on Twitter. #fb
dwiz882,"By using hashtags #PiliPinas2016 #PiliPinas when composing a tweet, a special emoji will appear. I via @COMELEC https://t.co/1FIBX89viu"
COMELEC,"By using hashtags #PiliPinas2016 #PiliPinas when composing a tweet, a special emoji will appear. https://t.co/WicSsN1hJS"
rafcabristante,"Emojis for presidentiables. Cool! 

#PHVoteBinay 
#PHVoteDuterte 
#PHVotePoe 
#PHVoteRoxas 
#PHVoteSantiago 
#Pilipinas2016"
garyboi84,The Philippine presidentiables #PHVoteRoxas #PHVoteSantiago #PHVotePoe #PHVoteDuterte #PHVoteBinay #PiliPinas2016
itsMyLeeCyrus,"#PiliPinas2016 
#Du30 #Duterte2016"
imcalledtin,Trust issue. It's hard to choose. #PiliPinas2016
gmanewsbreaking,.@ChairAndyBau launches #PiliPinas2016 emoji aimed to inspire engagement on Twitter. | via @COMELEC https://t.co/JxLGYubOXH
COMELEC,@ChairAndyBau launches #PiliPinas2016  emoji geared to inspire Filipinos to engage their opinions via Twitter. https://t.co/Py5IHXR7Ly
joseparis,"#PiliPinas2016
#PHVoteBinay
#PHVoteSantiago 
#PHVoteDuterte
#PHVotePoe 
#PHVoteRoxas"
BalmsS,@COMELEC: no receipts for overseas voting as well. #PiliPinas2016 https://t.co/UUWJctlRD6
pandoraspax,#PiliPinas2016 https://t.co/vGh4s2A3BD
e_scribe_chot,#PiliPinas2016: Political Analyst to Duterte: 'Hindi Plastic!' [FULL VIDEO] | Trending Philippines https://t.co/OvgshJCeEo
BalmsS,@COMELEC enables the onscreen verification for 15 sec display time out.#PiliPinas2016
dopaminemarie,"Donﾒt let surveys dictate your vote. Decide on your own, not because they say Candidate X might win. #PiliPinas2016 https://t.co/5JpHp0EmSD"
BalmsS,@COMELEC unanimously decided not to use the voting receipts for the 2016 NLE.#PiliPinas2016
BalmsS,@COMELEC disabled voting receipts for the 2016 NLE. #PiliPinas2016
BalmsS,@COMELEC conducts Press Con on the functionalities of the VCM for the 2016 NLE.#PiliPinas2016 https://t.co/Z8rC2tZ142
COMELEC,Hon. Comm. Guia reading the covenant for peaceful elections #forumonwomen&amp;election-relatedviolence #PiliPinas2016 https://t.co/Bq9CppF4rk
COMELEC,Hon. Comm. Guanzon giving her opening speech #forumonwomen&amp;election-relatedviolence #PiliPinas2016 #Halalan2016 https://t.co/xEnEVQt6et
COMELEC,Maguindanao Gov. Mangudadatu also here #forumonwomen&amp;election-relatedviolence #PiliPinas2016 #Halalan2016 https://t.co/3te6t4djoi
katpmesa,#PiliPinas2016
SaveChildrenPH,Here's the updated #PiliPinas2016 Debate Schedule. The future of Filipino children depends on YOUR VOTE. https://t.co/iiubY1pdtV
